Source,Target,Weight,Type,color
S09,N10,2,Directed,#6dc066
S09,N11,1,Directed,#6dc066
S09,N12,2,Directed,#6dc066
S09,N13,1,Directed,#6dc066
S09,N14,1,Directed,#6dc066
S09,N15,1,Directed,#6dc066
S09,N16,1,Directed,#6dc066
S09,N17,2,Directed,#6dc066
S10,N01,1,Directed,#6dc066
S10,N02,1,Directed,#6dc066
S10,N03,1,Directed,#6dc066
S10,N04,1,Directed,#6dc066
S10,N05,1,Directed,#6dc066
S10,N06,1,Directed,#6dc066
S10,N07,1,Directed,#6dc066
S10,N08,1,Directed,#6dc066
S10,N09,1,Directed,#6dc066
S10,N10,1,Directed,#6dc066
S10,N11,1,Directed,#6dc066
S10,N12,1,Directed,#6dc066
S10,N13,1,Directed,#6dc066
S10,N14,1,Directed,#6dc066
S10,N15,1,Directed,#6dc066
S10,N16,1,Directed,#6dc066
S10,N17,1,Directed,#6dc066
S11,N01,1,Directed,#6dc066
S11,N02,1,Directed,#6dc066
S11,N03,1,Directed,#6dc066
S11,N04,1,Directed,#6dc066
S11,N05,1,Directed,#6dc066
S11,N06,1,Directed,#6dc066
S11,N07,1,Directed,#6dc066
S11,N08,1,Directed,#6dc066
S11,N09,2,Directed,#6dc066
S11,N10,2,Directed,#6dc066
S11,N12,2,Directed,#6dc066
S11,N13,1,Directed,#6dc066
S11,N14,1,Directed,#6dc066
S11,N15,1,Directed,#6dc066
S11,N17,2,Directed,#6dc066
S12,N01,1,Directed,#6dc066
S12,N02,1,Directed,#6dc066
S12,N03,1,Directed,#6dc066
S12,N04,1,Directed,#6dc066
S12,N05,1,Directed,#6dc066
S12,N06,1,Directed,#6dc066
S12,N07,1,Directed,#6dc066
S12,N08,1,Directed,#6dc066
S12,N09,1,Directed,#6dc066
S12,N10,1,Directed,#6dc066
S12,N11,1,Directed,#6dc066
S12,N12,1,Directed,#6dc066
S12,N13,1,Directed,#6dc066
S12,N14,1,Directed,#6dc066
S12,N15,1,Directed,#6dc066
S12,N16,1,Directed,#6dc066
S12,N17,1,Directed,#6dc066
S13,N01,2,Directed,#6dc066
S13,N02,2,Directed,#6dc066
S13,N03,2,Directed,#6dc066
S13,N04,2,Directed,#6dc066
S13,N05,2,Directed,#6dc066
S13,N06,2,Directed,#6dc066
S13,N07,2,Directed,#6dc066
S13,N08,2,Directed,#6dc066
S13,N09,2,Directed,#6dc066
S13,N10,2,Directed,#6dc066
S13,N11,2,Directed,#6dc066
S13,N12,2,Directed,#6dc066
S13,N13,2,Directed,#6dc066
S13,N14,2,Directed,#6dc066
S13,N15,2,Directed,#6dc066
S13,N16,2,Directed,#6dc066
S13,N17,2,Directed,#6dc066
S14,N09,2,Directed,#6dc066
S14,N12,2,Directed,#6dc066
S14,N14,2,Directed,#6dc066
S14,N15,2,Directed,#6dc066
S14,N16,2,Directed,#6dc066
S14,N17,2,Directed,#6dc066
S15,N01,2,Directed,#6dc066
S15,N02,2,Directed,#6dc066
S15,N03,2,Directed,#6dc066
S15,N04,2,Directed,#6dc066
S15,N05,2,Directed,#6dc066
S15,N06,2,Directed,#6dc066
S15,N07,2,Directed,#6dc066
S15,N08,2,Directed,#6dc066
S15,N09,2,Directed,#6dc066
S15,N10,2,Directed,#6dc066
S15,N11,2,Directed,#6dc066
S15,N12,2,Directed,#6dc066
S15,N13,2,Directed,#6dc066
S15,N14,1,Directed,#6dc066
S15,N15,1,Directed,#6dc066
S15,N16,1,Directed,#6dc066
S15,N17,2,Directed,#6dc066
S16,N01,1,Directed,#6dc066
S16,N02,1,Directed,#6dc066
S16,N03,1,Directed,#6dc066
S16,N04,1,Directed,#6dc066
S16,N05,1,Directed,#6dc066
S16,N06,1,Directed,#6dc066
S16,N07,1,Directed,#6dc066
S16,N08,1,Directed,#6dc066
S16,N09,1,Directed,#6dc066
S16,N10,1,Directed,#6dc066
S16,N11,1,Directed,#6dc066
S16,N12,1,Directed,#6dc066
S16,N13,1,Directed,#6dc066
S16,N14,1,Directed,#6dc066
S16,N15,1,Directed,#6dc066
S16,N16,1,Directed,#6dc066
S16,N17,1,Directed,#6dc066
S17,N01,2,Directed,#6dc066
S17,N02,2,Directed,#6dc066
S17,N03,2,Directed,#6dc066
S17,N04,2,Directed,#6dc066
S17,N05,2,Directed,#6dc066
S17,N06,2,Directed,#6dc066
S17,N07,2,Directed,#6dc066
S17,N08,2,Directed,#6dc066
S17,N09,2,Directed,#6dc066
S17,N10,2,Directed,#6dc066
S17,N11,2,Directed,#6dc066
S17,N12,2,Directed,#6dc066
S17,N13,2,Directed,#6dc066
S17,N14,2,Directed,#6dc066
S17,N15,2,Directed,#6dc066
S17,N16,2,Directed,#6dc066
S17,N17,2,Directed,#6dc066
